,disease,hist_lncRNA,pre_hist_lncRNA,value,len_hist_disease,len_pre_hist_lncRNA
400,Renal fibrosis,"['LINC01772', 'PINK1-AS', 'LINC02802', 'LEMD1-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'MIR17HG', 'OIP5-AS1', 'SP2-AS1', 'SNHG16', 'ZNF407-AS1', 'LINC00661', 'TMEM147-AS1', 'MZF1-AS1', 'CYTOR', 'TTN-AS1', 'LINC00319', 'LINC02891', 'NUP50-DT', 'LINC02085', 'CTBP1-DT', 'TMEM161B-DT', 'HCG18', 'TRAF3IP2-AS1', 'SNHG15', 'EBLN3P', 'XIST', 'SNHG29']","['LINC00630', 'MUC20-OT1', 'AGBL4-IT1', 'RASA3-IT1', 'TMPO-AS1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'PRMT5-DT', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'LINC01703', 'LINC00511', 'PRR7-AS1', 'SNHG29', 'TTC28-AS1', 'TSPOAP1-AS1', 'FGD5-AS1', 'LINC00960', 'SNHG15', 'PSMA3-AS1', 'LINC00661', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'ZNF790-AS1']",3,28,50
401,Reperfusion injury,"['NUTM2A-AS1', 'OLMALINC', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'KLRK1-AS1', 'G2E3-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'LINC00665', 'HOXA11-AS', 'CDKN2B-AS1', 'LINC00963', 'XIST', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,15,50
402,Retinal degeneration,"['FGD5-AS1', 'HCG18']","['LINC00630', 'MUC20-OT1', 'AGBL4-IT1', 'RASA3-IT1', 'TMPO-AS1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'SORL1-AS1', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'LINC00511', 'PRR7-AS1', 'LINC01703', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'FGD5-AS1', 'SNHG15', 'LINC00960', 'PSMA3-AS1', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",1,2,50
403,Retinitis pigmentosa,"['PINK1-AS', 'WAC-AS1', 'PRMT5-DT', 'OIP5-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00511', 'SNHG16', 'LINC00960', 'EBLN3P', 'XIST', 'COX10-AS1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'LINC00960', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",3,11,50
404,Retinoblastoma,"['LINC02593', 'SNHG12', 'CCDC18-AS1', 'TDRKH-AS1', 'LINC01641', 'PRKCQ-AS1', 'NUTM2A-AS1', 'LMNTD2-AS1', 'H19', 'SBF2-AS1', 'SNHG1', 'NEAT1', 'LINC01537', 'SORL1-AS1', 'HOTAIR', 'LINC00641', 'DHRS4-AS1', 'PRKCH-AS1', 'SNHG14', 'OIP5-AS1', 'FMNL1-DT', 'SNHG16', 'SNHG20', 'LINC00482', 'LINC00662', 'TMEM147-AS1', 'LINC00665', 'ZNF793-AS1', 'IGFL2-AS1', 'SOS1-IT1', 'PCBP1-AS1', 'LRRTM4-AS1', 'ZNF337-AS1', 'GNAS-AS1', 'TRPM2-AS', 'MCM3AP-AS1', 'FGD5-AS1', 'LINC02616', 'KLF3-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'HCG18', 'HCP5', 'LINC00242', 'HOXA11-AS', 'LINC00174', 'MAGI2-AS3', 'SNHG7', 'XIST', 'LINC00894', 'ZNF232-AS1', 'COX10-AS1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'SORL1-AS1', 'MELTF-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'LINC01703', 'TSPOAP1-AS1', 'FGD5-AS1', 'LINC00960', 'SNHG15', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",6,52,50
405,Rhabdomyosarcoma,"['GAS5', 'NUTM2A-AS1', 'H19', 'HOTAIR', 'LINC00641', 'PRKCH-AS1', 'SNHG14', 'RAD51-AS1', 'OIP5-AS1', 'LINC00511', 'SNHG20', 'LINC00482', 'MIAT', 'THUMPD3-AS1', 'LINC00882', 'LIFR-AS1', 'HCP5', 'LINC00242', 'HOXA-AS3', 'HOXA10-AS', 'GARS1-DT', 'LINC02878', 'EBLN3P', 'XIST', 'ZNF232-AS1', 'COX10-AS1', 'LINC01270']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01070', 'ZNF503-AS2', 'MIR600HG', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'AP1AR-DT', 'SNHG5', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'LINC00485', 'GIHCG', 'NIFK-AS1', 'TOB1-AS1', 'ZRANB2-AS2', 'CCDC18-AS1', 'HCG17', 'EDRF1-DT', 'LINC02086']",2,27,50
406,Rheumatic heart diseases,"['SNHG3', 'ZRANB2-AS2', 'RUSC1-AS1', 'DISP1', 'SNHG1', 'NEAT1', 'DHRS4-AS1', 'SNHG14', 'OIP5-AS1', 'GABPB1-AS1', 'LINC00662', 'MCM3AP-AS1', 'SNHG6', 'EBLN3P', 'FAM201A', 'XIST', 'ZNF213-AS1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",2,17,50
407,Rheumatoid arthritis,"['LINC00339', 'CCDC18-AS1', 'GAS5', 'MIR181A1HG', 'DISP1', 'LINC01703', 'NUTM2B-AS1', 'NUTM2A-AS1', 'ENTPD1-AS1', 'H19', 'NEAT1', 'HOTAIR', 'LINC01089', 'DNAJC3-DT', 'DHRS4-AS1', 'OIP5-AS1', 'ALDH1A3-AS1', 'TOB1-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'DLGAP1-AS1', 'ZNF407-AS1', 'TMEM147-AS1', 'A1BG-AS1', 'TTN-AS1', 'DUXAP8', 'THUMPD3-AS1', 'UBA6-DT', 'TICAM2-AS1', 'HCG18', 'HCP5', 'SNHG5', 'HOTAIRM1', 'HOXA11-AS', 'SNHG15', 'LINC00174', 'LINC-PINT', 'SNHG6', 'LINC01111', 'OXR1', 'SNHG7', 'XIST']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'DLG1-AS1', 'LEMD1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'ALDH1A3-AS1', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'RAB30-DT', 'MIR600HG', 'LINC01070', 'ZNF503-AS2', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'LINC02466', 'NIFK-AS1', 'TOB1-AS1', 'GIHCG', 'LINC00485', 'LINC02086', 'EDRF1-DT', 'ZNF213-AS1', 'ZRANB2-AS2', 'HCG17']",9,42,50
408,Salivary gland cancer,"['LINC01641', 'NUTM2A-AS1', 'LMNTD2-AS1', 'NEAT1', 'SORL1-AS1', 'FMNL1-DT', 'LINC00662', 'PCBP1-AS1', 'GNAS-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'HCG18', 'SNHG7', 'XIST']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01070', 'MIR600HG', 'ZNF503-AS2', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'NIFK-AS1', 'GIHCG', 'LINC00485', 'TOB1-AS1', 'LINC02086', 'ZRANB2-AS2', 'EDRF1-DT', 'CCDC18-AS1', 'ZNF213-AS1']",3,14,50
409,Salivary gland neoplasms,"['LINC01641', 'NUTM2A-AS1', 'LMNTD2-AS1', 'NEAT1', 'SORL1-AS1', 'FMNL1-DT', 'LINC00662', 'PCBP1-AS1', 'GNAS-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'HCG18', 'SNHG7', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",2,14,50
410,Sarcoma,"['NUTM2A-AS1', 'OLMALINC', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'KLRK1-AS1', 'G2E3-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'LINC00665', 'HOXA11-AS', 'CDKN2B-AS1', 'LINC00963', 'XIST', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'SORL1-AS1', 'MELTF-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'MEG8', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'LINC01703', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",1,15,50
411,Sarcopenia,"['GAS5', 'H19', 'RAD51-AS1', 'OIP5-AS1', 'LINC00511', 'SNHG20', 'MIAT', 'THUMPD3-AS1', 'LINC00882', 'LIFR-AS1', 'HCP5', 'HOXA-AS3', 'HOXA10-AS', 'GARS1-DT', 'LINC02878', 'EBLN3P', 'XIST', 'ZNF232-AS1', 'LINC01270']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC01703', 'LINC00960', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",5,19,50
412,Schizophrenia,"['LINC01128', 'LINC00339', 'SNHG12', 'ERI3-IT1', 'GAS5', 'RASAL2-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'H19', 'SNHG1', 'NEAT1', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'TMPO-AS1', 'LINC00641', 'DHRS4-AS1', 'G2E3-AS1', 'PRKCH-AS1', 'MEG3', 'MEG8', 'SNHG14', 'RAD51-AS1', 'OIP5-AS1', 'IQCH-AS1', 'ALDH1A3-AS1', 'LINC00511', 'SNHG16', 'SNHG20', 'LINC00482', 'LINC01915', 'ZNF407-AS1', 'LINC00662', 'TMEM147-AS1', 'LINC00665', 'ZNF793-AS1', 'A1BG-AS1', 'MZF1-AS1', 'CYTOR', 'TEX41', 'CERS6-AS1', 'TTN-AS1', 'GNAS-AS1', 'LINC00649', 'LINC00313', 'TRPM2-AS', 'MCM3AP-AS1', 'MIAT', 'TTC28-AS1', 'THUMPD3-AS1', 'LINC00852', 'FGD5-AS1', 'PSMD6-AS1', 'LINC00960', 'DUBR', 'DLG1-AS1', 'CTBP1-DT', 'TAPT1-AS1', 'UBA6-DT', 'TENM3-AS1', 'PURPL', 'LIFR-AS1', 'NR2F1-AS1', 'LINC01184', 'MIR3936HG', 'PRR7-AS1', 'HCG17', 'HCG18', 'HCP5', 'SNHG5', 'TRAF3IP2-AS1', 'LINC00242', 'HOTAIRM1', 'HOXA-AS3', 'HOXA10-AS', 'HOXA11-AS', 'GARS1-DT', 'SNHG15', 'EPHA1-AS1', 'TNFRSF10A-DT', 'OXR1', 'RNF139-DT', 'PVT1', 'LINC02878', 'EBLN3P', 'DAPK1-IT1', 'LINC00963', 'XIST', 'LINC00630', 'LINC00893', 'LINC00894', 'FBXL19-AS1', 'FENDRR', 'ZNF232-AS1', 'MIR497HG', 'COX10-AS1', 'LINC01270', 'ERVK13-1']","['DLG1-AS1', 'OGFRP1', 'CAPN10-DT', 'NUTM2A-AS1', 'ZFHX2-AS1', 'LINC00894', 'DUXAP8', 'LEMD1-AS1', 'LINC00662', 'DLEU2', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'EPHA1-AS1', 'OLMALINC', 'ALDH1A3-AS1', 'RAB30-DT', 'GAS5', 'NUP50-DT', 'ERVK13-1', 'LINC00663', 'MIR600HG', 'JPX', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01679', 'LINC01070', 'SNHG5', 'EIF3J-DT', 'ZNF503-AS2', 'LINC01806', 'LINC00649', 'MIR133A1HG', 'C1RL-AS1', 'DNAJC3-DT', 'NIFK-AS1', 'SNHG21', 'LINC02086', 'ZNF407-AS1', 'H1-10-AS1', 'TOB1-AS1', 'NINJ2-AS1', 'MIR4500HG', 'CASC2', 'SRGAP3-AS2', 'SOX9-AS1', 'COL4A2-AS2', 'AP1AR-DT']",14,100,50
413,Scleroderma,"['LINC01772', 'SNHG3', 'LINC02802', 'GAS5', 'LEMD1-AS1', 'NUTM2A-AS1', 'OLMALINC', 'H19', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'NINJ2-AS1', 'C1RL-AS1', 'KLRK1-AS1', 'MIR17HG', 'G2E3-AS1', 'OIP5-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'ZNF407-AS1', 'LINC00665', 'CYTOR', 'TTN-AS1', 'LINC02891', 'NUP50-DT', 'FGD5-AS1', 'LINC02085', 'CTBP1-DT', 'HCG18', 'HOXA10-AS', 'HOXA11-AS', 'UBR5-DT', 'CDKN2B-AS1', 'LINC00963', 'XIST', 'LINC00894']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01070', 'MIR600HG', 'ZNF503-AS2', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'AP1AR-DT', 'SNHG5', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'LINC00485', 'NIFK-AS1', 'GIHCG', 'TOB1-AS1', 'ZRANB2-AS2', 'CCDC18-AS1', 'EDRF1-DT', 'HCG17', 'LINC02086']",9,36,50
414,Sclerosis,"['NUTM2B-AS1', 'EDRF1-DT', 'LINC01089', 'TPT1-AS1', 'DLEU2', 'OIP5-AS1', 'SOX9-AS1', 'TMEM147-AS1', 'CTBP1-DT', 'AP1AR-DT', 'HCG18', 'SLC26A4-AS1', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",0,13,50
415,Seizures,"['CCDC18-AS1', 'NEAT1', 'SNHG16', 'TMEM147-AS1', 'ZNF793-AS1', 'SOS1-IT1', 'PCBP1-AS1', 'FGD5-AS1', 'HOXA11-AS', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'DISP1', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'LINC02820', 'MIR3936HG', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'PRMT5-DT', 'HOXA10-AS', 'MEG8', 'LINC01689', 'LINC00882', 'PRR7-AS1', 'LINC-PINT', 'LINC01915', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'SNHG29', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'ZNF790-AS1', 'LINC01703', 'LINC00661']",1,10,50
416,Serous ovarian cancer,"['LINC01654', 'PRMT5-DT', 'ZFHX2-AS1', 'LINC00661', 'NOP14-AS1', 'LINC00963', 'XIST', 'LINC00893']","['LINC00630', 'RASA3-IT1', 'MUC20-OT1', 'CEROX1', 'AGBL4-IT1', 'DISP1', 'TMPO-AS1', 'KRTAP5-AS1', 'SORL1-AS1', 'ESAM-AS1', 'SNHG12', 'LINC02397', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'GNAS-AS1', 'LINC01783', 'LINC02820', 'THUMPD3-AS1', 'LINC00242', 'MEG8', 'ATP6V1B1-AS1', 'KTN1-AS1', 'HOXA10-AS', 'SNHG6', 'LINC01915', 'OXR1', 'SNHG20', 'CHROMR', 'LINC01703', 'LINC01689', 'PCF11-AS1', 'PRMT5-DT', 'LINC00882', 'LINC02616', 'SNHG29', 'MAP4K3-DT', 'LINC00511', 'LINC00661', 'TSPOAP1-AS1', 'LINC00960', 'FGD5-AS1', 'TTC28-AS1', 'LINC-PINT', 'LINC01224', 'PSMA3-AS1', 'SNHG15', 'SCARNA9', 'PRR7-AS1', 'LINC00525']",2,8,50
417,Skin cancer,"['LINC00339', 'NUTM2B-AS1', 'NUTM2A-AS1', 'H19', 'HOTAIR', 'LINC01089', 'DHRS4-AS1', 'OIP5-AS1', 'ZNF407-AS1', 'A1BG-AS1', 'UBA6-DT', 'HCG18', 'HOTAIRM1', 'HOXA11-AS', 'LINC00174', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'CEROX1', 'RASA3-IT1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'DISP1', 'LINC01783', 'MELTF-AS1', 'CHROMR', 'LINC02820', 'SORL1-AS1', 'MIR3936HG', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'PRMT5-DT', 'HOXA10-AS', 'MEG8', 'LINC01689', 'LINC00882', 'PRR7-AS1', 'LINC-PINT', 'LINC01915', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'SNHG29', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'ZNF790-AS1', 'LINC01703', 'LINC00661']",0,16,50
