miRNA,disease
hsa-miR-10b-5p,acquired immunodeficiency syndrome
hsa-miR-124-3p,acquired immunodeficiency syndrome
hsa-miR-125a-3p,acquired immunodeficiency syndrome
hsa-miR-125a-5p,acquired immunodeficiency syndrome
hsa-miR-129-5p,acquired immunodeficiency syndrome
hsa-miR-146a-5p,acquired immunodeficiency syndrome
hsa-miR-146b-5p,acquired immunodeficiency syndrome
hsa-miR-154-5p,acquired immunodeficiency syndrome
hsa-miR-181a-5p,acquired immunodeficiency syndrome
hsa-miR-181b-5p,acquired immunodeficiency syndrome
hsa-miR-181c-5p,acquired immunodeficiency syndrome
hsa-miR-181d-5p,acquired immunodeficiency syndrome
hsa-miR-193a-3p,acquired immunodeficiency syndrome
hsa-miR-193b-3p,acquired immunodeficiency syndrome
hsa-miR-194-5p,acquired immunodeficiency syndrome
hsa-miR-202-3p,acquired immunodeficiency syndrome
hsa-miR-204-5p,acquired immunodeficiency syndrome
hsa-miR-211-5p,acquired immunodeficiency syndrome
hsa-miR-28-5p,acquired immunodeficiency syndrome
hsa-miR-3139,acquired immunodeficiency syndrome
hsa-miR-320b,acquired immunodeficiency syndrome
hsa-miR-320c,acquired immunodeficiency syndrome
hsa-miR-320d,acquired immunodeficiency syndrome
hsa-miR-324-5p,acquired immunodeficiency syndrome
hsa-miR-329-3p,acquired immunodeficiency syndrome
hsa-miR-335-5p,acquired immunodeficiency syndrome
hsa-miR-339-5p,acquired immunodeficiency syndrome
hsa-miR-342-3p,acquired immunodeficiency syndrome
hsa-miR-34a-5p,acquired immunodeficiency syndrome
hsa-miR-34c-5p,acquired immunodeficiency syndrome
hsa-miR-3529-5p,acquired immunodeficiency syndrome
hsa-miR-362-3p,acquired immunodeficiency syndrome
hsa-miR-365a-3p,acquired immunodeficiency syndrome
hsa-miR-370-3p,acquired immunodeficiency syndrome
hsa-miR-371a-5p,acquired immunodeficiency syndrome
hsa-miR-377-3p,acquired immunodeficiency syndrome
hsa-miR-379-5p,acquired immunodeficiency syndrome
hsa-miR-383-5p,acquired immunodeficiency syndrome
hsa-miR-425-5p,acquired immunodeficiency syndrome
hsa-miR-4262,acquired immunodeficiency syndrome
hsa-miR-4319,acquired immunodeficiency syndrome
hsa-miR-433-3p,acquired immunodeficiency syndrome
hsa-miR-4429,acquired immunodeficiency syndrome
hsa-miR-4458,acquired immunodeficiency syndrome
hsa-miR-449a,acquired immunodeficiency syndrome
hsa-miR-449b-5p,acquired immunodeficiency syndrome
hsa-miR-4500,acquired immunodeficiency syndrome
hsa-miR-4725-5p,acquired immunodeficiency syndrome
hsa-miR-495-3p,acquired immunodeficiency syndrome
hsa-miR-499a-5p,acquired immunodeficiency syndrome
hsa-miR-503-5p,acquired immunodeficiency syndrome
hsa-miR-504-5p,acquired immunodeficiency syndrome
hsa-miR-505-3p,acquired immunodeficiency syndrome
hsa-miR-506-3p,acquired immunodeficiency syndrome
hsa-miR-539-5p,acquired immunodeficiency syndrome
hsa-miR-543,acquired immunodeficiency syndrome
hsa-miR-590-3p,acquired immunodeficiency syndrome
hsa-miR-708-5p,acquired immunodeficiency syndrome
hsa-miR-9-5p,acquired immunodeficiency syndrome
hsa-miR-98-5p,acquired immunodeficiency syndrome
hsa-let-7a-5p,acute promyelocytic leukemia
hsa-let-7b-5p,acute promyelocytic leukemia
hsa-let-7c-5p,acute promyelocytic leukemia
hsa-let-7d-5p,acute promyelocytic leukemia
hsa-let-7e-5p,acute promyelocytic leukemia
hsa-let-7f-5p,acute promyelocytic leukemia
hsa-let-7g-5p,acute promyelocytic leukemia
hsa-let-7i-5p,acute promyelocytic leukemia
hsa-miR-101-3p,acute promyelocytic leukemia
hsa-miR-10a-5p,acute promyelocytic leukemia
hsa-miR-10b-5p,acute promyelocytic leukemia
hsa-miR-124-3p,acute promyelocytic leukemia
hsa-miR-125a-3p,acute promyelocytic leukemia
hsa-miR-125a-5p,acute promyelocytic leukemia
hsa-miR-146a-5p,acute promyelocytic leukemia
hsa-miR-146b-5p,acute promyelocytic leukemia
hsa-miR-154-5p,acute promyelocytic leukemia
hsa-miR-181a-5p,acute promyelocytic leukemia
hsa-miR-181b-5p,acute promyelocytic leukemia
hsa-miR-181c-5p,acute promyelocytic leukemia
hsa-miR-181d-5p,acute promyelocytic leukemia
hsa-miR-193a-3p,acute promyelocytic leukemia
hsa-miR-193b-3p,acute promyelocytic leukemia
hsa-miR-194-5p,acute promyelocytic leukemia
hsa-miR-202-3p,acute promyelocytic leukemia
hsa-miR-204-5p,acute promyelocytic leukemia
hsa-miR-211-5p,acute promyelocytic leukemia
hsa-miR-214-3p,acute promyelocytic leukemia
hsa-miR-216a-5p,acute promyelocytic leukemia
hsa-miR-22-3p,acute promyelocytic leukemia
hsa-miR-27a-3p,acute promyelocytic leukemia
hsa-miR-27b-3p,acute promyelocytic leukemia
hsa-miR-28-5p,acute promyelocytic leukemia
hsa-miR-3139,acute promyelocytic leukemia
hsa-miR-320b,acute promyelocytic leukemia
hsa-miR-320c,acute promyelocytic leukemia
hsa-miR-320d,acute promyelocytic leukemia
hsa-miR-324-5p,acute promyelocytic leukemia
hsa-miR-329-3p,acute promyelocytic leukemia
hsa-miR-335-5p,acute promyelocytic leukemia
hsa-miR-339-5p,acute promyelocytic leukemia
hsa-miR-342-3p,acute promyelocytic leukemia
hsa-miR-34a-5p,acute promyelocytic leukemia
hsa-miR-34c-5p,acute promyelocytic leukemia
hsa-miR-3529-5p,acute promyelocytic leukemia
hsa-miR-3619-5p,acute promyelocytic leukemia
hsa-miR-362-3p,acute promyelocytic leukemia
hsa-miR-365a-3p,acute promyelocytic leukemia
hsa-miR-370-3p,acute promyelocytic leukemia
hsa-miR-371a-5p,acute promyelocytic leukemia
hsa-miR-377-3p,acute promyelocytic leukemia
hsa-miR-379-5p,acute promyelocytic leukemia
hsa-miR-383-5p,acute promyelocytic leukemia
hsa-miR-425-5p,acute promyelocytic leukemia
hsa-miR-4262,acute promyelocytic leukemia
hsa-miR-4319,acute promyelocytic leukemia
hsa-miR-433-3p,acute promyelocytic leukemia
hsa-miR-4429,acute promyelocytic leukemia
hsa-miR-4458,acute promyelocytic leukemia
hsa-miR-449a,acute promyelocytic leukemia
hsa-miR-449b-5p,acute promyelocytic leukemia
hsa-miR-4500,acute promyelocytic leukemia
hsa-miR-4725-5p,acute promyelocytic leukemia
hsa-miR-495-3p,acute promyelocytic leukemia
hsa-miR-499a-5p,acute promyelocytic leukemia
hsa-miR-503-5p,acute promyelocytic leukemia
hsa-miR-504-5p,acute promyelocytic leukemia
hsa-miR-505-3p,acute promyelocytic leukemia
hsa-miR-506-3p,acute promyelocytic leukemia
hsa-miR-539-5p,acute promyelocytic leukemia
hsa-miR-543,acute promyelocytic leukemia
hsa-miR-590-3p,acute promyelocytic leukemia
hsa-miR-708-5p,acute promyelocytic leukemia
hsa-miR-761,acute promyelocytic leukemia
hsa-miR-9-5p,acute promyelocytic leukemia
hsa-miR-98-5p,acute promyelocytic leukemia
hsa-let-7a-5p,amyotrophic lateral sclerosis
hsa-let-7b-5p,amyotrophic lateral sclerosis
hsa-let-7c-5p,amyotrophic lateral sclerosis
hsa-let-7d-5p,amyotrophic lateral sclerosis
hsa-let-7e-5p,amyotrophic lateral sclerosis
hsa-let-7f-5p,amyotrophic lateral sclerosis
hsa-let-7g-5p,amyotrophic lateral sclerosis
hsa-let-7i-5p,amyotrophic lateral sclerosis
hsa-miR-101-3p,amyotrophic lateral sclerosis
hsa-miR-103a-3p,amyotrophic lateral sclerosis
hsa-miR-107,amyotrophic lateral sclerosis
hsa-miR-10a-5p,amyotrophic lateral sclerosis
hsa-miR-10b-5p,amyotrophic lateral sclerosis
hsa-miR-124-3p,amyotrophic lateral sclerosis
hsa-miR-125a-3p,amyotrophic lateral sclerosis
hsa-miR-125a-5p,amyotrophic lateral sclerosis
hsa-miR-129-5p,amyotrophic lateral sclerosis
hsa-miR-146a-5p,amyotrophic lateral sclerosis
hsa-miR-146b-5p,amyotrophic lateral sclerosis
hsa-miR-154-5p,amyotrophic lateral sclerosis
hsa-miR-181a-5p,amyotrophic lateral sclerosis
hsa-miR-181b-5p,amyotrophic lateral sclerosis
hsa-miR-181c-5p,amyotrophic lateral sclerosis
hsa-miR-181d-5p,amyotrophic lateral sclerosis
hsa-miR-193a-3p,amyotrophic lateral sclerosis
hsa-miR-193b-3p,amyotrophic lateral sclerosis
hsa-miR-194-5p,amyotrophic lateral sclerosis
hsa-miR-202-3p,amyotrophic lateral sclerosis
hsa-miR-204-5p,amyotrophic lateral sclerosis
hsa-miR-211-5p,amyotrophic lateral sclerosis
hsa-miR-214-3p,amyotrophic lateral sclerosis
hsa-miR-216a-5p,amyotrophic lateral sclerosis
hsa-miR-22-3p,amyotrophic lateral sclerosis
hsa-miR-27a-3p,amyotrophic lateral sclerosis
hsa-miR-27b-3p,amyotrophic lateral sclerosis
hsa-miR-28-5p,amyotrophic lateral sclerosis
hsa-miR-3139,amyotrophic lateral sclerosis
hsa-miR-320b,amyotrophic lateral sclerosis
hsa-miR-320c,amyotrophic lateral sclerosis
hsa-miR-320d,amyotrophic lateral sclerosis
hsa-miR-324-5p,amyotrophic lateral sclerosis
hsa-miR-329-3p,amyotrophic lateral sclerosis
hsa-miR-335-5p,amyotrophic lateral sclerosis
hsa-miR-339-5p,amyotrophic lateral sclerosis
hsa-miR-342-3p,amyotrophic lateral sclerosis
hsa-miR-34a-5p,amyotrophic lateral sclerosis
hsa-miR-34c-5p,amyotrophic lateral sclerosis
hsa-miR-3529-5p,amyotrophic lateral sclerosis
hsa-miR-3619-5p,amyotrophic lateral sclerosis
hsa-miR-362-3p,amyotrophic lateral sclerosis
hsa-miR-365a-3p,amyotrophic lateral sclerosis
hsa-miR-370-3p,amyotrophic lateral sclerosis
hsa-miR-371a-5p,amyotrophic lateral sclerosis
hsa-miR-377-3p,amyotrophic lateral sclerosis
hsa-miR-379-5p,amyotrophic lateral sclerosis
hsa-miR-383-5p,amyotrophic lateral sclerosis
hsa-miR-425-5p,amyotrophic lateral sclerosis
hsa-miR-4262,amyotrophic lateral sclerosis
hsa-miR-4319,amyotrophic lateral sclerosis
hsa-miR-433-3p,amyotrophic lateral sclerosis
hsa-miR-4429,amyotrophic lateral sclerosis
hsa-miR-4458,amyotrophic lateral sclerosis
hsa-miR-449a,amyotrophic lateral sclerosis
hsa-miR-449b-5p,amyotrophic lateral sclerosis
hsa-miR-4500,amyotrophic lateral sclerosis
hsa-miR-4725-5p,amyotrophic lateral sclerosis
hsa-miR-495-3p,amyotrophic lateral sclerosis
hsa-miR-499a-5p,amyotrophic lateral sclerosis
hsa-miR-503-5p,amyotrophic lateral sclerosis
hsa-miR-504-5p,amyotrophic lateral sclerosis
hsa-miR-505-3p,amyotrophic lateral sclerosis
hsa-miR-506-3p,amyotrophic lateral sclerosis
hsa-miR-539-5p,amyotrophic lateral sclerosis
hsa-miR-543,amyotrophic lateral sclerosis
hsa-miR-590-3p,amyotrophic lateral sclerosis
hsa-miR-708-5p,amyotrophic lateral sclerosis
hsa-miR-761,amyotrophic lateral sclerosis
hsa-miR-9-5p,amyotrophic lateral sclerosis
hsa-miR-98-5p,amyotrophic lateral sclerosis
hsa-miR-101-3p,breast cancer
hsa-miR-125a-5p,breast cancer
hsa-miR-129-5p,breast cancer
hsa-miR-146a-5p,breast cancer
hsa-miR-146b-5p,breast cancer
hsa-miR-154-5p,breast cancer
hsa-miR-202-3p,breast cancer
hsa-miR-204-5p,breast cancer
hsa-miR-211-5p,breast cancer
hsa-miR-216a-5p,breast cancer
hsa-miR-22-3p,breast cancer
hsa-miR-28-5p,breast cancer
hsa-miR-3139,breast cancer
hsa-miR-320b,breast cancer
hsa-miR-320c,breast cancer
hsa-miR-320d,breast cancer
hsa-miR-324-5p,breast cancer
hsa-miR-329-3p,breast cancer
hsa-miR-335-5p,breast cancer
hsa-miR-342-3p,breast cancer
hsa-miR-34a-5p,breast cancer
hsa-miR-34c-5p,breast cancer
hsa-miR-3529-5p,breast cancer
hsa-miR-362-3p,breast cancer
hsa-miR-365a-3p,breast cancer
hsa-miR-371a-5p,breast cancer
hsa-miR-379-5p,breast cancer
hsa-miR-383-5p,breast cancer
hsa-miR-425-5p,breast cancer
hsa-miR-4319,breast cancer
hsa-miR-4429,breast cancer
hsa-miR-449a,breast cancer
hsa-miR-449b-5p,breast cancer
hsa-miR-4725-5p,breast cancer
hsa-miR-495-3p,breast cancer
hsa-miR-499a-5p,breast cancer
hsa-miR-503-5p,breast cancer
hsa-miR-504-5p,breast cancer
hsa-miR-505-3p,breast cancer
hsa-miR-543,breast cancer
hsa-miR-708-5p,breast cancer
hsa-miR-9-5p,breast cancer
hsa-miR-101-3p,cancer
hsa-miR-125a-5p,cancer
hsa-miR-129-5p,cancer
hsa-miR-146a-5p,cancer
hsa-miR-146b-5p,cancer
hsa-miR-154-5p,cancer
hsa-miR-202-3p,cancer
hsa-miR-204-5p,cancer
hsa-miR-211-5p,cancer
hsa-miR-216a-5p,cancer
hsa-miR-22-3p,cancer
hsa-miR-27a-3p,cancer
hsa-miR-27b-3p,cancer
hsa-miR-28-5p,cancer
hsa-miR-3139,cancer
hsa-miR-320b,cancer
hsa-miR-320c,cancer
hsa-miR-320d,cancer
hsa-miR-324-5p,cancer
hsa-miR-329-3p,cancer
hsa-miR-335-5p,cancer
hsa-miR-342-3p,cancer
hsa-miR-34a-5p,cancer
hsa-miR-34c-5p,cancer
hsa-miR-3529-5p,cancer
hsa-miR-362-3p,cancer
hsa-miR-365a-3p,cancer
hsa-miR-371a-5p,cancer
hsa-miR-379-5p,cancer
hsa-miR-383-5p,cancer
hsa-miR-425-5p,cancer
hsa-miR-4319,cancer
hsa-miR-4429,cancer
hsa-miR-449a,cancer
hsa-miR-449b-5p,cancer
hsa-miR-4725-5p,cancer
hsa-miR-495-3p,cancer
hsa-miR-499a-5p,cancer
hsa-miR-503-5p,cancer
hsa-miR-504-5p,cancer
hsa-miR-505-3p,cancer
hsa-miR-539-5p,cancer
hsa-miR-543,cancer
hsa-miR-708-5p,cancer
hsa-miR-9-5p,cancer
hsa-miR-101-3p,cervical cancer
hsa-miR-125a-5p,cervical cancer
hsa-miR-129-5p,cervical cancer
hsa-miR-146a-5p,cervical cancer
hsa-miR-146b-5p,cervical cancer
hsa-miR-154-5p,cervical cancer
hsa-miR-202-3p,cervical cancer
hsa-miR-204-5p,cervical cancer
hsa-miR-211-5p,cervical cancer
hsa-miR-216a-5p,cervical cancer
hsa-miR-22-3p,cervical cancer
hsa-miR-27a-3p,cervical cancer
hsa-miR-27b-3p,cervical cancer
hsa-miR-28-5p,cervical cancer
hsa-miR-3139,cervical cancer
hsa-miR-320b,cervical cancer
hsa-miR-320c,cervical cancer
hsa-miR-320d,cervical cancer
hsa-miR-324-5p,cervical cancer
hsa-miR-329-3p,cervical cancer
hsa-miR-335-5p,cervical cancer
hsa-miR-342-3p,cervical cancer
hsa-miR-34a-5p,cervical cancer
hsa-miR-34c-5p,cervical cancer
hsa-miR-3529-5p,cervical cancer
hsa-miR-362-3p,cervical cancer
hsa-miR-365a-3p,cervical cancer
hsa-miR-371a-5p,cervical cancer
hsa-miR-377-3p,cervical cancer
hsa-miR-379-5p,cervical cancer
hsa-miR-383-5p,cervical cancer
hsa-miR-425-5p,cervical cancer
hsa-miR-4319,cervical cancer
hsa-miR-4429,cervical cancer
hsa-miR-449a,cervical cancer
hsa-miR-449b-5p,cervical cancer
hsa-miR-4725-5p,cervical cancer
hsa-miR-495-3p,cervical cancer
hsa-miR-499a-5p,cervical cancer
hsa-miR-503-5p,cervical cancer
hsa-miR-504-5p,cervical cancer
hsa-miR-505-3p,cervical cancer
hsa-miR-539-5p,cervical cancer
hsa-miR-543,cervical cancer
hsa-miR-708-5p,cervical cancer
hsa-miR-9-5p,cervical cancer
hsa-let-7a-5p,cholangiocarcinoma
hsa-let-7b-5p,cholangiocarcinoma
hsa-let-7c-5p,cholangiocarcinoma
hsa-let-7d-5p,cholangiocarcinoma
hsa-let-7e-5p,cholangiocarcinoma
hsa-let-7f-5p,cholangiocarcinoma
hsa-let-7g-5p,cholangiocarcinoma
hsa-let-7i-5p,cholangiocarcinoma
hsa-miR-101-3p,cholangiocarcinoma
hsa-miR-10a-5p,cholangiocarcinoma
hsa-miR-10b-5p,cholangiocarcinoma
hsa-miR-124-3p,cholangiocarcinoma
hsa-miR-125a-3p,cholangiocarcinoma
hsa-miR-125a-5p,cholangiocarcinoma
hsa-miR-129-5p,cholangiocarcinoma
hsa-miR-146a-5p,cholangiocarcinoma
hsa-miR-146b-5p,cholangiocarcinoma
hsa-miR-154-5p,cholangiocarcinoma
hsa-miR-181a-5p,cholangiocarcinoma
hsa-miR-181b-5p,cholangiocarcinoma
hsa-miR-181c-5p,cholangiocarcinoma
hsa-miR-181d-5p,cholangiocarcinoma
hsa-miR-202-3p,cholangiocarcinoma
hsa-miR-204-5p,cholangiocarcinoma
hsa-miR-211-5p,cholangiocarcinoma
hsa-miR-214-3p,cholangiocarcinoma
hsa-miR-216a-5p,cholangiocarcinoma
hsa-miR-22-3p,cholangiocarcinoma
hsa-miR-27a-3p,cholangiocarcinoma
hsa-miR-27b-3p,cholangiocarcinoma
hsa-miR-28-5p,cholangiocarcinoma
hsa-miR-3139,cholangiocarcinoma
hsa-miR-320b,cholangiocarcinoma
hsa-miR-320c,cholangiocarcinoma
hsa-miR-320d,cholangiocarcinoma
hsa-miR-324-5p,cholangiocarcinoma
hsa-miR-329-3p,cholangiocarcinoma
hsa-miR-335-5p,cholangiocarcinoma
hsa-miR-342-3p,cholangiocarcinoma
hsa-miR-34a-5p,cholangiocarcinoma
hsa-miR-34c-5p,cholangiocarcinoma
hsa-miR-3529-5p,cholangiocarcinoma
hsa-miR-3619-5p,cholangiocarcinoma
hsa-miR-362-3p,cholangiocarcinoma
hsa-miR-365a-3p,cholangiocarcinoma
hsa-miR-371a-5p,cholangiocarcinoma
hsa-miR-377-3p,cholangiocarcinoma
hsa-miR-379-5p,cholangiocarcinoma
hsa-miR-383-5p,cholangiocarcinoma
hsa-miR-425-5p,cholangiocarcinoma
hsa-miR-4262,cholangiocarcinoma
hsa-miR-4319,cholangiocarcinoma
hsa-miR-433-3p,cholangiocarcinoma
hsa-miR-4429,cholangiocarcinoma
hsa-miR-4458,cholangiocarcinoma
hsa-miR-449a,cholangiocarcinoma
hsa-miR-449b-5p,cholangiocarcinoma
hsa-miR-4500,cholangiocarcinoma
hsa-miR-4725-5p,cholangiocarcinoma
hsa-miR-495-3p,cholangiocarcinoma
hsa-miR-499a-5p,cholangiocarcinoma
hsa-miR-503-5p,cholangiocarcinoma
hsa-miR-504-5p,cholangiocarcinoma
hsa-miR-505-3p,cholangiocarcinoma
hsa-miR-506-3p,cholangiocarcinoma
hsa-miR-539-5p,cholangiocarcinoma
hsa-miR-543,cholangiocarcinoma
hsa-miR-590-3p,cholangiocarcinoma
hsa-miR-708-5p,cholangiocarcinoma
hsa-miR-761,cholangiocarcinoma
hsa-miR-9-5p,cholangiocarcinoma
hsa-miR-98-5p,cholangiocarcinoma
hsa-let-7a-5p,chronic lymphocytic leukemia
hsa-let-7b-5p,chronic lymphocytic leukemia
hsa-let-7c-5p,chronic lymphocytic leukemia
hsa-let-7d-5p,chronic lymphocytic leukemia
hsa-let-7e-5p,chronic lymphocytic leukemia
hsa-let-7f-5p,chronic lymphocytic leukemia
hsa-let-7g-5p,chronic lymphocytic leukemia
hsa-let-7i-5p,chronic lymphocytic leukemia
hsa-miR-101-3p,chronic lymphocytic leukemia
hsa-miR-103a-3p,chronic lymphocytic leukemia
hsa-miR-107,chronic lymphocytic leukemia
hsa-miR-10a-5p,chronic lymphocytic leukemia
hsa-miR-10b-5p,chronic lymphocytic leukemia
hsa-miR-124-3p,chronic lymphocytic leukemia
hsa-miR-125a-3p,chronic lymphocytic leukemia
hsa-miR-125a-5p,chronic lymphocytic leukemia
hsa-miR-129-5p,chronic lymphocytic leukemia
hsa-miR-146a-5p,chronic lymphocytic leukemia
hsa-miR-146b-5p,chronic lymphocytic leukemia
hsa-miR-154-5p,chronic lymphocytic leukemia
hsa-miR-181a-5p,chronic lymphocytic leukemia
hsa-miR-181b-5p,chronic lymphocytic leukemia
hsa-miR-181c-5p,chronic lymphocytic leukemia
hsa-miR-181d-5p,chronic lymphocytic leukemia
hsa-miR-193a-3p,chronic lymphocytic leukemia
hsa-miR-193b-3p,chronic lymphocytic leukemia
hsa-miR-194-5p,chronic lymphocytic leukemia
hsa-miR-202-3p,chronic lymphocytic leukemia
hsa-miR-204-5p,chronic lymphocytic leukemia
hsa-miR-211-5p,chronic lymphocytic leukemia
hsa-miR-214-3p,chronic lymphocytic leukemia
hsa-miR-216a-5p,chronic lymphocytic leukemia
hsa-miR-22-3p,chronic lymphocytic leukemia
hsa-miR-27a-3p,chronic lymphocytic leukemia
hsa-miR-27b-3p,chronic lymphocytic leukemia
hsa-miR-28-5p,chronic lymphocytic leukemia
hsa-miR-3139,chronic lymphocytic leukemia
hsa-miR-320b,chronic lymphocytic leukemia
hsa-miR-320c,chronic lymphocytic leukemia
hsa-miR-320d,chronic lymphocytic leukemia
hsa-miR-324-5p,chronic lymphocytic leukemia
hsa-miR-329-3p,chronic lymphocytic leukemia
hsa-miR-335-5p,chronic lymphocytic leukemia
hsa-miR-339-5p,chronic lymphocytic leukemia
hsa-miR-342-3p,chronic lymphocytic leukemia
hsa-miR-34a-5p,chronic lymphocytic leukemia
hsa-miR-34c-5p,chronic lymphocytic leukemia
hsa-miR-3529-5p,chronic lymphocytic leukemia
hsa-miR-3619-5p,chronic lymphocytic leukemia
hsa-miR-362-3p,chronic lymphocytic leukemia
hsa-miR-365a-3p,chronic lymphocytic leukemia
hsa-miR-370-3p,chronic lymphocytic leukemia
hsa-miR-371a-5p,chronic lymphocytic leukemia
hsa-miR-377-3p,chronic lymphocytic leukemia
hsa-miR-379-5p,chronic lymphocytic leukemia
hsa-miR-383-5p,chronic lymphocytic leukemia
hsa-miR-425-5p,chronic lymphocytic leukemia
hsa-miR-4262,chronic lymphocytic leukemia
hsa-miR-4319,chronic lymphocytic leukemia
hsa-miR-433-3p,chronic lymphocytic leukemia
hsa-miR-4429,chronic lymphocytic leukemia
hsa-miR-4458,chronic lymphocytic leukemia
hsa-miR-449a,chronic lymphocytic leukemia
hsa-miR-449b-5p,chronic lymphocytic leukemia
hsa-miR-4500,chronic lymphocytic leukemia
hsa-miR-4725-5p,chronic lymphocytic leukemia
hsa-miR-495-3p,chronic lymphocytic leukemia
hsa-miR-499a-5p,chronic lymphocytic leukemia
hsa-miR-503-5p,chronic lymphocytic leukemia
hsa-miR-504-5p,chronic lymphocytic leukemia
hsa-miR-505-3p,chronic lymphocytic leukemia
hsa-miR-506-3p,chronic lymphocytic leukemia
hsa-miR-539-5p,chronic lymphocytic leukemia
hsa-miR-543,chronic lymphocytic leukemia
hsa-miR-590-3p,chronic lymphocytic leukemia
hsa-miR-708-5p,chronic lymphocytic leukemia
hsa-miR-761,chronic lymphocytic leukemia
hsa-miR-9-5p,chronic lymphocytic leukemia
hsa-miR-98-5p,chronic lymphocytic leukemia
hsa-miR-125a-5p,colorectal cancer
hsa-miR-146a-5p,colorectal cancer
hsa-miR-146b-5p,colorectal cancer
hsa-miR-154-5p,colorectal cancer
hsa-miR-202-3p,colorectal cancer
hsa-miR-204-5p,colorectal cancer
hsa-miR-211-5p,colorectal cancer
hsa-miR-216a-5p,colorectal cancer
hsa-miR-22-3p,colorectal cancer
hsa-miR-27a-3p,colorectal cancer
hsa-miR-27b-3p,colorectal cancer
hsa-miR-28-5p,colorectal cancer
hsa-miR-3139,colorectal cancer
hsa-miR-324-5p,colorectal cancer
hsa-miR-335-5p,colorectal cancer
hsa-miR-342-3p,colorectal cancer
hsa-miR-34a-5p,colorectal cancer
hsa-miR-34c-5p,colorectal cancer
hsa-miR-3529-5p,colorectal cancer
hsa-miR-371a-5p,colorectal cancer
hsa-miR-377-3p,colorectal cancer
hsa-miR-379-5p,colorectal cancer
hsa-miR-383-5p,colorectal cancer
hsa-miR-425-5p,colorectal cancer
hsa-miR-4319,colorectal cancer
hsa-miR-449a,colorectal cancer
hsa-miR-449b-5p,colorectal cancer
hsa-miR-4725-5p,colorectal cancer
hsa-miR-495-3p,colorectal cancer
hsa-miR-499a-5p,colorectal cancer
hsa-miR-503-5p,colorectal cancer
hsa-miR-504-5p,colorectal cancer
hsa-miR-505-3p,colorectal cancer
hsa-miR-539-5p,colorectal cancer
hsa-miR-708-5p,colorectal cancer
hsa-miR-9-5p,colorectal cancer
hsa-let-7a-5p,degenerative disc disease
hsa-let-7b-5p,degenerative disc disease
hsa-let-7c-5p,degenerative disc disease
hsa-let-7d-5p,degenerative disc disease
hsa-let-7e-5p,degenerative disc disease
hsa-let-7f-5p,degenerative disc disease
hsa-let-7g-5p,degenerative disc disease
hsa-let-7i-5p,degenerative disc disease
hsa-miR-101-3p,degenerative disc disease
hsa-miR-103a-3p,degenerative disc disease
hsa-miR-107,degenerative disc disease
hsa-miR-10a-5p,degenerative disc disease
hsa-miR-10b-5p,degenerative disc disease
hsa-miR-124-3p,degenerative disc disease
hsa-miR-125a-3p,degenerative disc disease
hsa-miR-125a-5p,degenerative disc disease
hsa-miR-129-5p,degenerative disc disease
hsa-miR-146a-5p,degenerative disc disease
hsa-miR-146b-5p,degenerative disc disease
hsa-miR-154-5p,degenerative disc disease
hsa-miR-181a-5p,degenerative disc disease
hsa-miR-181b-5p,degenerative disc disease
hsa-miR-181c-5p,degenerative disc disease
hsa-miR-181d-5p,degenerative disc disease
hsa-miR-193a-3p,degenerative disc disease
hsa-miR-193b-3p,degenerative disc disease
hsa-miR-194-5p,degenerative disc disease
hsa-miR-202-3p,degenerative disc disease
hsa-miR-204-5p,degenerative disc disease
hsa-miR-211-5p,degenerative disc disease
hsa-miR-214-3p,degenerative disc disease
hsa-miR-216a-5p,degenerative disc disease
hsa-miR-22-3p,degenerative disc disease
hsa-miR-27a-3p,degenerative disc disease
hsa-miR-27b-3p,degenerative disc disease
hsa-miR-28-5p,degenerative disc disease
hsa-miR-3139,degenerative disc disease
hsa-miR-320b,degenerative disc disease
hsa-miR-320c,degenerative disc disease
hsa-miR-320d,degenerative disc disease
hsa-miR-324-5p,degenerative disc disease
hsa-miR-329-3p,degenerative disc disease
hsa-miR-335-5p,degenerative disc disease
hsa-miR-339-5p,degenerative disc disease
hsa-miR-342-3p,degenerative disc disease
hsa-miR-34a-5p,degenerative disc disease
hsa-miR-34c-5p,degenerative disc disease
hsa-miR-3529-5p,degenerative disc disease
hsa-miR-3619-5p,degenerative disc disease
hsa-miR-362-3p,degenerative disc disease
hsa-miR-365a-3p,degenerative disc disease
hsa-miR-370-3p,degenerative disc disease
hsa-miR-371a-5p,degenerative disc disease
hsa-miR-377-3p,degenerative disc disease
hsa-miR-379-5p,degenerative disc disease
hsa-miR-383-5p,degenerative disc disease
hsa-miR-425-5p,degenerative disc disease
hsa-miR-4262,degenerative disc disease
hsa-miR-4319,degenerative disc disease
hsa-miR-433-3p,degenerative disc disease
